Messages,Lang
w8,ENGLISH
\\,[]
ИДИТЕ НА ХУКЙ,RUSSIAN
gg,ENGLISH
nice gg,ENGLISH
bye,ENGLISH
5 уебанов,RUSSIAN
kogda ti uzje snesesh,ENGLISH
davaite,ENGLISH
найс нафидили,RUSSIAN
ya afk,SPANISH
смурф?,RUSSIAN
+,[]
без шуток дружище,RUSSIAN
репоро луна умирает байбеки жмёт,RUSSIAN
main v bane,ENGLISH
просто я видел твои две смерти,RUSSIAN
unluck,ENGLISH
ладно,RUSSIAN
зашел жетоны пофармить),RUSSIAN
пп,RUSSIAN
помог),RUSSIAN
gg,ENGLISH
Химик в соло,RUSSIAN
репорт морфа,RUSSIAN
xd,SPANISH
за смурф,RUSSIAN
ok,ENGLISH
я говорил,RUSSIAN
дифуз,RUSSIAN
gg,ENGLISH
Скади,RUSSIAN
собрать,RUSSIAN
0 идей,RUSSIAN
как выиграт,RUSSIAN
ь,RUSSIAN
Просто,RUSSIAN
и все,RUSSIAN
never learn,ENGLISH
and then?,ENGLISH
and then maybe team could tp,ENGLISH
but nah,ENGLISH
u pick a tb,ENGLISH
what u expect,ENGLISH
bro im the only one who did anything this game,ENGLISH
Daz slark lost to tree bh,ENGLISH
ur hero determine everything,ENGLISH
"dazzle leaves slarks, comes at level4 into top to trilane, just leeching xp",ENGLISH
meep o go,ENGLISH
god,ENGLISH
dont stay too much,ENGLISH
so ez,SPANISH
YES GURDIAN INVOKER SO EZ,ENGLISH
so ez,SPANISH
archons,ENGLISH
noob mid,SPANISH
go farm mjolnir drow,SPANISH
ew,ENGLISH
FIRST ITEM GO MIDAS INSTED OF URNS,ENGLISH
noob mid,SPANISH
i went urn u idiot,ENGLISH
ye,ENGLISH
bye,ENGLISH
pelaes quit dota,ENGLISH
noob mid,SPANISH
ребят ,RUSSIAN
как дела,RUSSIAN
ПРОДАМ СИСЬКИ БРИСТ,RUSSIAN
А,RUSSIAN
недорогоъ,RUSSIAN
400 рублей,RUSSIAN
"хорошо, твои как?",RUSSIAN
карту,RUSSIAN
мои не,RUSSIAN
у меня тоже все хорошо,RUSSIAN
"хорошей игры, друг",RUSSIAN
спс,RUSSIAN
сиськи хочешь?,RUSSIAN
и тебе,RUSSIAN
брист гог без скилов,RUSSIAN
и так на пианино хуярит,RUSSIAN
подстава...,RUSSIAN
wp,ENGLISH
хиих,RUSSIAN
хихи*,RUSSIAN
hard supp wanna be,ENGLISH
fuck this tema,ENGLISH
average herald team,ENGLISH
what a mf team ever seen in dota history,ENGLISH
Ahaha,ENGLISH
idot mid and offlane ,ENGLISH
fuck this game dude,ENGLISH
this darkwillow son of beech,ENGLISH
what wrong this noob idk,ENGLISH
its lost i guess,ENGLISH
ths mid failed,ENGLISH
all report this idiot void,ENGLISH
dark willow ur mother deserve rape by dogs son of beech,ENGLISH
5.2k hours in dota still noob this void,ENGLISH
dude,ENGLISH
running on full healthy,ENGLISH
idiot void practice in ranked,ENGLISH
arc end straight mid,ENGLISH
no def,ENGLISH
go mid end,SPANISH
hahaha,SPANISH
end straight plz,ENGLISH
can u report him,ENGLISH
ok,ENGLISH
end straight,ENGLISH
end straight plzz,ENGLISH
account buyers and me,ENGLISH
haha,ENGLISH
guys report will plz,ENGLISH
report noob supports and mid failed son of beech,ENGLISH
nooob son of beech supports,ENGLISH
pfft easy mid,ENGLISH
mid pa so thrash,ENGLISH
gg ,ENGLISH
ths carry,ENGLISH
hahaha,SPANISH
stresss,ENGLISH
pro PA,SPANISH
he is laning with a pro,ENGLISH
chill bro ,ENGLISH
always want to fight with no damage,ENGLISH
hahaah,ENGLISH
dont give up,ENGLISH
o trust u pa,ENGLISH
i,ENGLISH
freewin,ENGLISH
haha,ENGLISH
gg,ENGLISH
说GG你们还收,CHINESE
好好,CHINESE
GG,ENGLISH
0/5 ЭТИМ ВСЕ СКАЗАНО,RUSSIAN
спс,RUSSIAN
бля у вас других линий нету?,RUSSIAN
вы первые начали,RUSSIAN
че вы доебались,RUSSIAN
фух,RUSSIAN
gg,ENGLISH
бкб купи,RUSSIAN
стан стан стан,RUSSIAN
gg,ENGLISH
gg,ENGLISH
p,SPANISH
gg,ENGLISH
wp,ENGLISH
p,SPANISH
p,SPANISH
gg,ENGLISH
ez,SPANISH
you do nothing but cry bro,ENGLISH
ues,SPANISH
lol,SPANISH
haha,ENGLISH
wtf,ENGLISH
ty,ENGLISH
hf,ENGLISH
FHFHFH,ENGLISH
",3",[]
<3,[]
давайте веселиться и дружить,RUSSIAN
Pls report disrapter,ENGLISH
|Ty,ENGLISH
)),[]
хахахах,RUSSIAN
reprot pa toix,SPANISH
Ez me supporty,ENGLISH
GG,ENGLISH
Pls report disruptor,ENGLISH
Go me feed,ENGLISH
Gg,ENGLISH
Pls report me suppoty,ENGLISH
TYy,ENGLISH
Wp,ENGLISH
Gg,ENGLISH
Pls report kunkka,ENGLISH
Ty,ENGLISH
my team is just afk noobs,ENGLISH
)),[]
Pls report me suppoty,ENGLISH
tyy,ENGLISH
haha,ENGLISH
wait them,ENGLISH
he is coming back,ENGLISH
he abondon,ENGLISH
he gone,ENGLISH
reconnect sir,ENGLISH
ty,ENGLISH
TF,ENGLISH
nag quit na lahat,ENGLISH
et end dude,ENGLISH
find nxt,ENGLISH
HAHAHAHA,SPANISH
hahah,SPANISH
end,ENGLISH
quit jag,ENGLISH
sorry jugg bad luck,ENGLISH
please just lkeave no reason to drag itout,ENGLISH
?,[]
leave and we can all move on to next game,ENGLISH
quit  jugg,ENGLISH
?,[]
EZ,SPANISH
no end?,SPANISH
waste  time,ENGLISH
ggwp,ENGLISH
haha,ENGLISH
HAHAHA,SPANISH
laki naman item mo jugg e no hahaha,SPANISH
kaya di nag quit e ,ENGLISH
reportt them,ENGLISH
Ty,ENGLISH
aright,ENGLISH
lol wtf,ENGLISH
ty,ENGLISH
HAHAHAHA,SPANISH
haha WR,ENGLISH
random swap huh,ENGLISH
cringe,ENGLISH
),[]
это что ,RUSSIAN
?,[]
чувачок с коровкой ,RUSSIAN
это характер,RUSSIAN
на аве,RUSSIAN
душевнобольной,RUSSIAN
знайте в лицо,RUSSIAN
да чет впадлу две игры в 5 сапов играть,RUSSIAN
这个SF煞笔是不是在喷人？、,CHINESE
帮你们举报了你们的重担 ,CHINESE
蠢得吃翔,CHINESE
你怎么知道,CHINESE
昨天排到过,CHINESE
好样的,CHINESE
又菜又B话多,CHINESE
这种拉吉就该进小黑屋真的,CHINESE
你们快推  ,CHINESE
他在哪里。我去杀他两次,CHINESE
算了  速度推了更好,CHINESE
我排到他三把，每把都输，每把都喷人,CHINESE
看他那个队伍，勾叫大队就知道这人,CHINESE
有什么好喷的 ,CHINESE
被我单杀,CHINESE
每把都喷人,CHINESE
这个比,CHINESE
说我们 不救他呗 ,CHINESE
我这么菜的黑鸟,CHINESE
不是你爹抓的我？,CHINESE
被我压一级的fw,CHINESE
对,CHINESE
哈哈哈哈。笑死我了,CHINESE
你确实菜的想条狗,CHINESE
然后被我单杀,CHINESE
确实菜,CHINESE
party with nvl,ENGLISH
Report trash jug,ENGLISH
Amazing itembuild,ENGLISH
+,[]
ez game,ENGLISH
mid failed,ENGLISH
bottom failed,ENGLISH
end fast,ENGLISH
end fast,ENGLISH
end ,ENGLISH
end,ENGLISH
lol,SPANISH
CRY FIRST,ENGLISH
gg,ENGLISH
end haha,ENGLISH
ahahaha,SPANISH
straight mid end,ENGLISH
next game,ENGLISH
gg hahahaha,ENGLISH
e,SPANISH
super silencer,SPANISH
super noobyy,SPANISH
cry first undying,ENGLISH
end now haha,ENGLISH
hes crying,ENGLISH
CRY NOW,ENGLISH
\ue149,SPANISH
\ue06d,SPANISH
0-7 mid laner,SPANISH
dooggy brain,ENGLISH
cirit bro,ENGLISH
mid failed to dazzle,ENGLISH
NEED DIE ,ENGLISH
1 kill?,ENGLISH
hahahahaha,SPANISH
wtf,ENGLISH
lol,SPANISH
fe,ENGLISH
ay,ENGLISH
ауф,RUSSIAN
pfrjyxbnt,ENGLISH
шторму реопрт,RUSSIAN
закончите,RUSSIAN
он просто уебанище,RUSSIAN
lol,SPANISH
?,[]
AXAxaxaxAXAXAXAXAX,ENGLISH
AXAXAXAXAXAXAXA,ENGLISH
???,[]
???,[]
?,[]
смешно,RUSSIAN
?,[]
ez ta,SPANISH
4,[]
cant call stunned guy,ENGLISH
surprise,ENGLISH
XD,SPANISH
XD,SPANISH
hahaha,SPANISH
aw,ENGLISH
逗逗你的呀,CHINESE
go end,SPANISH
im not plazing,ENGLISH
rep magnus,ENGLISH
gl next,ENGLISH
gg,ENGLISH
bb,ENGLISH
хпхпхпхп,RUSSIAN
овощной салат а не команда,RUSSIAN
пххппх,RUSSIAN
tyu,SPANISH
ty,ENGLISH
ty,ENGLISH
ty,ENGLISH
DC,ENGLISH
WAIT,ENGLISH
sniper is in bad condition help him,ENGLISH
ez,SPANISH
ez bot top,ENGLISH
aral ka muna toy,SPANISH
ez mid,SPANISH
Ez daw mid ,ENGLISH
wala nga item ,ENGLISH
AHAHAHAHA,SPANISH
feeling ,ENGLISH
wag ka mag angas di ka naman marunong mag mid,ENGLISH
use that haha,ENGLISH
plz,SPANISH
lol,SPANISH
garbage medusa LOL,SPANISH
not laughing now are u?,ENGLISH
ez,SPANISH
ez,SPANISH
少年歌行看过没,CHINESE
我觉得比莲花楼好看那么一点,CHINESE
李相宜,CHINESE
HELLO,SPANISH
少年歌行,CHINESE
比莲花楼好看,CHINESE
刃甲就是为你准备的 蓝猫,CHINESE
2打1被杀一个也是你这种猪准备的？,CHINESE
"оденься, дед",RUSSIAN
что-то жарко стало,RUSSIAN
и зачем,RUSSIAN
просто время тяните,RUSSIAN
молодчинка,RUSSIAN
ток винрейт на аккаунте 48.47,RUSSIAN
%,[]
ahahah,SPANISH
god lvl carry diving for sup :P,ENGLISH
what a carry,ENGLISH
WHAT TO DO,ENGLISH
def carry,ENGLISH
go rat doon,ENGLISH
doom,ENGLISH
CUTE,ENGLISH
ahahahah,SPANISH
do you have carry?,ENGLISH
че с дамагом,RUSSIAN
6 лдвд,RUSSIAN
я про первый скилл,RUSSIAN
225+ периодический,RUSSIAN
НЕ НАДО,RUSSIAN
МАМА НЕТ,RUSSIAN
Я УЖЕ ОБРАТНО ПОШЕЛ А ОН К НИМ ПОШУРШАЛ,RUSSIAN
вау,RUSSIAN
СФ,RUSSIAN
СОСИ,RUSSIAN
бля 2013 ,RUSSIAN
11 лет на 3к параше,RUSSIAN
13 лет на 2к параше),RUSSIAN
Одобря. такое,RUSSIAN
че еще напишешь,RUSSIAN
пока ничего ,RUSSIAN
санстрайком только не убивай,RUSSIAN
славно,RUSSIAN
пж,RUSSIAN
лайк после игры если санстрайк в меня не будешь кидат,RUSSIAN
мужики,RUSSIAN
идите нахуй с топа,RUSSIAN
Закрой ебало,RUSSIAN
в реале иди попизди с кем то,RUSSIAN
)),[]
могу с тобой,RUSSIAN
че внимания родаки не уделяют?,RUSSIAN
иди попей пивка с 7б классом,RUSSIAN
за гаражами,RUSSIAN
ебанат очкастый,RUSSIAN
cjhb,ENGLISH
sorry,ENGLISH
gg,ENGLISH
prosil je,SPANISH
kozel blya,SPANISH
слабенькие,RUSSIAN
пойду с родаками поговор,RUSSIAN
xaxax,ENGLISH
xxa,ENGLISH
GG ,ENGLISH
end ,ENGLISH
\ue0af,SPANISH
\ue0a7,SPANISH
go end ,SPANISH
xaxax,ENGLISH
why def shttt,ENGLISH
Xaxax,ENGLISH
Ez mid ez life,SPANISH
WAIT,ENGLISH
ty for stack,ENGLISH
kaya tapi bebal,SPANISH
GG,ENGLISH
Grand master voker with 1 item in 33 min,ENGLISH
ez game,ENGLISH
ez aa and jugg,ENGLISH
2 dog,ENGLISH
puhahahahah,ENGLISH
zaaaaaaaa xd,ENGLISH
ezzzzzzzzzz,ENGLISH
ULKA ZAVALI,ENGLISH
ajdahjsd,ENGLISH
amını yerım amınııı,SPANISH
ahahahah,SPANISH
TIMA KARTO4NIX LOXOV,ENGLISH
hahahah,SPANISH
ezzzzzzzzzzzz,ENGLISH
BOGOV ONA PREVZOSHLA,SPANISH
PHANTOMKA IMBA,ENGLISH
YA PONIMAU PUTINA,SPANISH
ezzzzzzzz,ENGLISH
ohhh yeahhh babbyyyyyyy,SPANISH
NEXT,ENGLISH
comennn,SPANISH
Ohhhh,SPANISH
?,[]
AHAHHAA,SPANISH
i have a funny team,ENGLISH
XD,SPANISH
EZ,SPANISH
?,[]
ez mid,SPANISH
gg,ENGLISH
),[]
MY NAME IS PUCK,ENGLISH
Brop,ENGLISH
END,ENGLISH
gg,ENGLISH
stop feedin,ENGLISH
we need lose,ENGLISH
well fk,ENGLISH
report guys,ENGLISH
what happened,ENGLISH
why didnt it reset,ENGLISH
fk it,ENGLISH
just straight,ENGLISH
no more hglyp,ENGLISH
we wont report kotl,ENGLISH
only report u guys for wasting time,ENGLISH
\ue06d,SPANISH
nice deal,ENGLISH
tb too,ENGLISH
party,ENGLISH
5 dogs in a team,ENGLISH
god gaben,ENGLISH
peak dota,ENGLISH
что я тебе сделал на венике?,RUSSIAN
WHY NOT COME SOONER LA,ENGLISH
lol,SPANISH
MY GOD AXE,ENGLISH
WTF,ENGLISH
axelord,ENGLISH
g,ENGLISH
god axe,ENGLISH
HAHAHAAH,ENGLISH
ez,SPANISH
GG,ENGLISH
undying pos 5,ENGLISH
soo good,ENGLISH
WARM UP,ENGLISH
no bkb on my cores,ENGLISH
warm up hahhaha,ENGLISH
hahahah,SPANISH
ez,SPANISH
HAHAHA,SPANISH
wanna kill me?,ENGLISH
Try harder,ENGLISH
HAHAHAAH,ENGLISH
offlane diff,ENGLISH
HAHAHA CLINKZ? HAHAHA,SPANISH
EZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ,ENGLISH
BYE,ENGLISH
lovely 2,ENGLISH
so much,ENGLISH
gg to,ENGLISH
lakas pa namen ancient pala to,SPANISH
good trade,ENGLISH
end,ENGLISH
di naman magaling yung PA pinataba lang netong engot na lc,SPANISH
so cooll,ENGLISH
gg,ENGLISH
MID GAP ?,ENGLISH
ญฟีหำฦ,[]
pasue?,SPANISH
let it go,ENGLISH
lol,SPANISH
牛的,CHINESE
什么年头了还用这种方法偷塔,CHINESE
推个塔 有钱啊,CHINESE
人机》,CHINESE
。。。,[]
你也是站了阵容的便宜而已,CHINESE
说啥大话啊,CHINESE
？？？,[]
牛的,CHINESE
还可以,CHINESE
SF 裸吹风,CHINESE
什么套路,CHINESE
老讨论,CHINESE
老套路,CHINESE
法魔不就是这样出装的么,CHINESE
裸吹风也没太见过,CHINESE
这有啥好议论的啊,CHINESE
你玩的少了,CHINESE
:),[]
Dk reported,ENGLISH
YOLO,SPANISH
gg wp,ENGLISH
gg,ENGLISH
ggwp,ENGLISH
wp ,ENGLISH
ggggg,SPANISH
some has happened,ENGLISH
need pause?,ENGLISH
nvm cant,SPANISH
gg,ENGLISH
gg,ENGLISH
fair play bro,ENGLISH
way funner than playing w them sad bags,ENGLISH
yealol,ENGLISH
im better them them,ENGLISH
2 more assists and i get my guild contract,ENGLISH
u are,ENGLISH
hahah will commend,ENGLISH
gg,ENGLISH
wp broski,ENGLISH
goat,ENGLISH
gg hahaha wp lion,ENGLISH
king,ENGLISH
xd,SPANISH
first and last take my grip,ENGLISH
sad,SPANISH
come in,ENGLISH
okay,ENGLISH
sad,SPANISH
good bash lucky trash,ENGLISH
sick rhyme,ENGLISH
classic lucky trash player,ENGLISH
ahahah,SPANISH
amazing lucky prisoner bash,ENGLISH
amazing prisoner pash,ENGLISH
gjgj lucky trash,ENGLISH
gj,SPANISH
all luck,ENGLISH
amazing prisoner pudge player),ENGLISH
0 8,[]
xD,SPANISH
say thx you l;ucky trash bara,ENGLISH
you should fucus on your game,ENGLISH
less talking,ENGLISH
kk,ENGLISH
gl next 1 win 10 lose pudgers,ENGLISH
lol,SPANISH
last up rank pudge 2012 year,ENGLISH
glgl next lucky trash,ENGLISH
maybe you up rank,ENGLISH
next lifge),ENGLISH
gg,ENGLISH
гипнохук,RUSSIAN
gj vble,SPANISH
по миду,RUSSIAN
трон,RUSSIAN
два дцп,RUSSIAN
на кери и миде,RUSSIAN
гг изи,RUSSIAN
ебать у меня эйфелева башня на  руке,RUSSIAN
смотри,RUSSIAN
красная,RUSSIAN
харош рубик,RUSSIAN
идеальный мув,RUSSIAN
был,RUSSIAN
10/10,[]
круто спасибо,RUSSIAN
"инвокер,попробуй не писать",RUSSIAN
[F[F[F[F[,ENGLISH
F[F[F[F[F[F[,ENGLISH
всем будет легче,RUSSIAN
sDFP[S[DPF[OSDP[,ENGLISH
БЛЯЯЯТЬ,RUSSIAN
ЗАВХАЩ0ЗВ0ЗЫАЫВАЗ,RUSSIAN
крипы загрызАХХАВХАЫВЗА,RUSSIAN
харош,RUSSIAN
какой же ты слабый,RUSSIAN
на некре,RUSSIAN
ебучий алкаш на снайпере,RUSSIAN
приходят всей аравой своей,RUSSIAN
КОМАНДНАЯ ИГРА(,RUSSIAN
сори,RUSSIAN
косим поле,RUSSIAN
план пятилетки,RUSSIAN
домой,RUSSIAN
шлюшка,RUSSIAN
печально,RUSSIAN
умер челик,RUSSIAN
тип на некре держит косу как символ силы,RUSSIAN
И удачи,RUSSIAN
АХХАХАХ,RUSSIAN
АХАХАХАХАХ,RUSSIAN
АХАХАХАХАХАХАХАХ,RUSSIAN
АХАХАХАХАХАХ,RUSSIAN
АХЭАХАХАХАХАХАХАХ,RUSSIAN
АХАХАХАХАХАХАХАХ,RUSSIAN
АХАХАХАХАХАХАХАХАХАХАХАХАХАХАХ,RUSSIAN
АХВЫАХ0ЫВАХ0ЫВА0ХЫВХ0ЗАЗ09ЫВЗ9ХА,RUSSIAN
ЕБАТЬ Я В АХУЕ,RUSSIAN
вАВЫ-АЫ0ХВА9ВЫЗХАЗ,RUSSIAN
ВАЪХВЫАХЫВА9ЫХВ0А,RUSSIAN
забрали терза хуесосы?,RUSSIAN
апхапхахпапхахпах караул сука,RUSSIAN
вы видели нахуцй,RUSSIAN
этот 9090999iq мув,RUSSIAN
Ваъ-хыв9зхахыв0а,RUSSIAN
харош вокер,RUSSIAN
кларити)),RUSSIAN
лошки,RUSSIAN
ложки*,RUSSIAN
спасибо габег,RUSSIAN
это что,RUSSIAN
ахахахах,RUSSIAN
ахахахахах,RUSSIAN
без б,RUSSIAN
это что такое,RUSSIAN
хахахах,RUSSIAN
чел фонтан танкует,RUSSIAN
на похуй,RUSSIAN
кнч я на него этериал кинул,RUSSIAN
бро,RUSSIAN
да нет,RUSSIAN
в конце,RUSSIAN
он выходил с фонтана,RUSSIAN
ему похуй,RUSSIAN
даже половины хп не снесло,RUSSIAN
чисто стоит танкует,RUSSIAN
у него гост 2-й скил,RUSSIAN
сосать лошары,RUSSIAN
+ я кинул,RUSSIAN
АААААА,RUSSIAN
бля на снайпере ты нихуя не сдлелал,RUSSIAN
соло,RUSSIAN
соло,RUSSIAN
я тя в соло трахал,RUSSIAN
так то,RUSSIAN
FARMEA,ENGLISH
cACA,SPANISH
fARMEA OE CACA,ENGLISH
"DE M,RD",SPANISH
OTOR MID PS,ENGLISH
aEA,ENGLISH
suelta la cartera nomas,SPANISH
ANDA JUNGLA,SPANISH
OE,ENGLISH
cACA,SPANISH
QUE HACVES,SPANISH
BASURA,SPANISH
xd,SPANISH
xd,SPANISH
que buenoie son,SPANISH
wao,ENGLISH
relax,ENGLISH
toco,SPANISH
1 mind ,ENGLISH
tonto,SPANISH
solo sabe hace reso,SPANISH
meter 1era y queda,ENGLISH
GG,ENGLISH
TY,ENGLISH
ty,ENGLISH
BASURA DE MID ,SPANISH
WAO,ENGLISH
CON TRAVEL Y DAGON,ENGLISH
QUE BUENO ESE JUEGR CSM,SPANISH
zzz,SPANISH
a dormir,SPANISH
я сын мияги,RUSSIAN
кто в абилку некст?,RUSSIAN
у нас гильдия,RUSSIAN
богу стыдно,RUSSIAN
вступайте если хотите,RUSSIAN
вместе поиграем,RUSSIAN
мы адб,RUSSIAN
мы сильные в абилки,RUSSIAN
это тут нубики,RUSSIAN
в рейте),RUSSIAN
а так-то там жесткие,RUSSIAN
присоединяйтесь,RUSSIAN
gg,ENGLISH
богу стыдно,RUSSIAN
снесите фаст,RUSSIAN
снесите фаст,RUSSIAN
не дефай,RUSSIAN
резня,RUSSIAN
gg лучшие,RUSSIAN
搞那么厉害干啥,CHINESE
小狗还是得出a张,CHINESE
夜魔就是要裸辉耀,CHINESE
太脆,CHINESE
Bam mirana,SPANISH
ban morf,SPANISH
Бан морф,RUSSIAN
ban morhling,ENGLISH
))),[]
он зайдет?,RUSSIAN
морф как дела :?,RUSSIAN
нормал? ну пон,RUSSIAN
kbdf1q,SPANISH
ливай нахуй,RUSSIAN
?,[]
dct ltafq,ENGLISH
все дефай,RUSSIAN
мы не мешаем,RUSSIAN
GG,ENGLISH
куда,RUSSIAN
xD,SPANISH
drop all skillls on me xD,ENGLISH
ahahahahah,SPANISH
нет бб трон,RUSSIAN
боже черви,RUSSIAN
анскильные,RUSSIAN
thats my carry,ENGLISH
REPORT CENTAUR AND JUGGER,ENGLISH
that mf,ENGLISH
GG,ENGLISH
?,[]
ты заебал меня башить,RUSSIAN
с 1,RUSSIAN
ты охуел?,RUSSIAN
),[]
енд,RUSSIAN
рики слишком силен,RUSSIAN
+,[]
и апарат еще раз 15 умрет,RUSSIAN
хейтер,RUSSIAN
ебаный,RUSSIAN
ну да давайте подефаем,RUSSIAN
напишем енд и подефаем,RUSSIAN
чел пишет енд и дефает,RUSSIAN
таких обычно говноедами называют)),RUSSIAN
Чем ты лучше аппарата с 15 смертями,RUSSIAN
дефаем до конца :) ,RUSSIAN
мы же выиграем ,RUSSIAN
стыдно,RUSSIAN
мужики,RUSSIAN
KEXIBT,SPANISH
лучшие,RUSSIAN
че по фарму спектра?,RUSSIAN
войд в церкви играет,RUSSIAN
лич легенда,RUSSIAN
GG,ENGLISH
лайк накиньте,RUSSIAN
спектра лучшая,RUSSIAN
дачи парни,RUSSIAN
zolotie kupola,ENGLISH
v suporta :D,SPANISH
та не говори ,RUSSIAN
nadeiusi vi tam evo chmarite ? :D,SPANISH
да бро,RUSSIAN
horoso ),SPANISH
та его батя кончил на стену и его тараканы ростили ,RUSSIAN
растили ,RUSSIAN
и,RUSSIAN
nihuia sibe,SPANISH
kupol gde ? :D,SPANISH
bednii void,SPANISH
kuda powol,ENGLISH
:D,SPANISH
void,ENGLISH
davai zolotoi kupol,SPANISH
Ebani,ENGLISH
G,ENGLISH
NEXT,ENGLISH
I AFK,ENGLISH
LETS GO 4VS5,ENGLISH
4 vs 4,ENGLISH
вся игра,RUSSIAN
на вашем вижене,RUSSIAN
11 winstreak?,ENGLISH
lik ethat?,ENGLISH
y kogo?,SPANISH
(,[]
na viverne,SPANISH
za vas igraet,SPANISH
11 winstreak on bot matches i guess,ENGLISH
ez team go finish,ENGLISH
report sand,ENGLISH
gg,ENGLISH
suck,ENGLISH
"пак,здраствуй ",RUSSIAN
да,RUSSIAN
теперь мы враги получается,RUSSIAN
получается,RUSSIAN
теперь я тройка ,RUSSIAN
а не пятерка,RUSSIAN
я 1,RUSSIAN
"сносите, мне через полтора часа на внутренний экзамен идти",RUSSIAN
надо еще 10 каток сыграть,RUSSIAN
буду жестко на девятке кататься,RUSSIAN
аххахаа,RUSSIAN
gg ,ENGLISH
агент габена на керри ,RUSSIAN
end,ENGLISH
end,ENGLISH
end,ENGLISH
end,ENGLISH
END,ENGLISH
start,ENGLISH
Gays,ENGLISH
finish,ENGLISH
end pango),SPANISH
Xd,SPANISH
зевс ульт,RUSSIAN
suka,ENGLISH
xddd,SPANISH
pochti,ENGLISH
афхаахаха,RUSSIAN
ВЫ НА КОГО,RUSSIAN
НАПАДАЕТЕ,RUSSIAN
ЖИВОДЕРЫ,RUSSIAN
ONLY THING THEY CAN DO IS FOUNTAIN,ENGLISH
SAD,SPANISH
GG,ENGLISH
Dump,ENGLISH
AF,ENGLISH
Carry,ENGLISH
ez,SPANISH
i thought rmk lel,ENGLISH
huh?,ENGLISH
report this snapfire,ENGLISH
i hate toxics,ENGLISH
thats why,ENGLISH
he cried because of my ping hahaha,ENGLISH
crazy bithc,ENGLISH
funny nigga,ENGLISH
ngga,ENGLISH
GG,ENGLISH
gg,ENGLISH
gg,ENGLISH
ахахаа хускар тревела,RUSSIAN
Тревела дают жить,RUSSIAN
а как ты животное на лон друиде в сайленсе нажимаешь ульту,RUSSIAN
??,[]
5 милишников,RUSSIAN
一波 打了有事,CHINESE
一群怂逼,CHINESE
худвинк лив до фб надеюсь не зайдет,RUSSIAN
я афк,RUSSIAN
все как всегда,RUSSIAN
цм ты че фидишь?,RUSSIAN
нет играет так,RUSSIAN
тима даунов,RUSSIAN
у меня белка 3 минуты афк и вк 3 пачки проебал,RUSSIAN
белке и цм киньте репорт,RUSSIAN
даже так,RUSSIAN
как так тварей в рейт пустают,RUSSIAN
за что куру цм ?,RUSSIAN
